"sequencial_candidato","nome","numero_cadidato","UF","partido","setor_economico_receita","quantidade_doacoes","quantidade_doadores","total_receita","media_receita","recursos_de_outros_candidatos/comites","recursos_de_partidos","recursos_de_pessoas_físicas","recursos_de_pessoas_juridicas","recursos_proprios","votos","quantidade_despesas","quantidade_fornecedores","total_despesa","media_despesa","setor_economico_despesa","cargo","idade","sexo","grau","estado_civil"
"140000000931","EVA ELIANA DE SOUZA ROCHA",1155,"PA","PP","Atividades de organizações políticas",1,1,3000,3000,NA,3000,NA,NA,NA,777,8,8,3000,375,"#NULO","DEPUTADO FEDERAL",58,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"160000000604","ELIZABETH SILVEIRA SCHMIDT",4044,"PR","PSB","#NULO",23,10,490325.01,21318.4786956522,NA,15000,28270,82855.01,364200,11488,668,240,490156.35,733.766991017964,"#NULO","DEPUTADO FEDERAL",63,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"130000001473","ROBERTO DE QUEIROZ GONTIJO",3699,"MG","PTC","#NULO",2,2,480,240,NA,NA,480,NA,NA,77,2,2,480,240,"#NULO","DEPUTADO FEDERAL",62,"MASCULINO","ENSINO FUNDAMENTAL COMPLETO","DIVORCIADO(A)"
"250000000147","ROBERTO NICOLAU FREIRE",1932,"SP","PTN","Atividades de organizações políticas",5,1,3476,695.2,NA,3476,NA,NA,NA,560,5,1,3476,695.2,"Atividades de organizações políticas","DEPUTADO FEDERAL",57,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000000445","ANDERSON BENEVIDES DOS SANTOS",2063,"SP","PSC","#NULO",162,108,925976.87,5715.90660493827,16482.89,95000,325943.98,447050,41500,38163,863,399,925976.87,1072.97435689455,"#NULO","DEPUTADO FEDERAL",24,"MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)"
"190000000394","ANTONIO CARLOS DA SILVA PASSOS",7773,"RJ","SD","Atividades de organizações políticas",22,8,36087.5,1640.34090909091,28237.5,NA,5850,NA,2000,2145,75,29,36087.5,481.166666666667,"#NULO","DEPUTADO FEDERAL",49,"MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)"
"190000001904","RENATO CEZAR MEDEIROS DOS SANTOS",2248,"RJ","PR","#NULO",28,17,74317.92,2654.21142857143,NA,NA,23251.77,NA,51066.15,13873,69,25,74317.92,1077.07130434783,"#NULO","DEPUTADO FEDERAL",44,"MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)"
"190000002456","EDELZUITA DE LOURDES SANTOS DE OLIVEIRA",1214,"RJ","PDT","Atividades de organizações políticas",7,5,15012.5,2144.64285714286,14312.5,NA,700,NA,NA,744,6,4,5012.5,835.416666666667,"Atividades de organizações políticas","DEPUTADO FEDERAL",80,"FEMININO","SUPERIOR COMPLETO","VIÚVO(A)"
"130000001845","CÁTHIA ÍNDIO DO BRASIL KENTISH",1509,"MG","PMDB","Atividades de organizações políticas",11,2,8635.89,785.080909090909,4619.25,4016.64,NA,NA,NA,624,11,2,8635.89,785.080909090909,"Atividades de organizações políticas","DEPUTADO FEDERAL",50,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"190000000480","SOLANGE DOS SANTOS PACHECO",5077,"RJ","PSOL","#NULO",4,4,12750.64,3187.66,NA,NA,12750.64,NA,NA,724,6,5,12750.64,2125.10666666667,"#NULO","DEPUTADO FEDERAL",53,"FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)"
"40000000342","LUIZ GONZAGA OLIVEIRA DE MORAES",3101,"AM","PHS","#NULO",17,13,29875.65,1757.39117647059,2400,5720,15591.25,3000,3164.4,2924,17,13,29875.65,1757.39117647059,"#NULO","DEPUTADO FEDERAL",55,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"240000000214","JOSÉ ALUÍSIO VIEIRA",5599,"SC","PSD","#NULO",36,24,1112268.5,30896.3472222222,4977.5,807500,49500,86790,155500,63964,570,351,1112059.88,1950.98224561404,"#NULO","DEPUTADO FEDERAL",73,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000001907","SÉRGIO DE OLIVEIRA MURBACK",2794,"SP","PSDC","Atividades de organizações políticas",11,4,3036,276,29,1302.5,500,NA,1204.5,208,11,5,3036,276,"Atividades de organizações políticas","DEPUTADO FEDERAL",46,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000000917","CLODOALDO ARMANDO GAZZETTA",4377,"SP","PV","#NULO",49,36,213135.32,4349.70040816326,2840,30000,87912,80283.32,12100,48836,113,101,213018.24,1885.11716814159,"#NULO","DEPUTADO FEDERAL",46,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"50000000124","FLÁVIA GHISSONI DOS SANTOS",1230,"BA","PDT","Atividades de organizações políticas",28,4,13925.77,497.348928571429,8925.77,5000,NA,NA,NA,1165,34,9,13925.77,409.581470588235,"Atividades de organizações políticas","DEPUTADO FEDERAL",40,"FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"80000000434","CARLOS ROBERTO CAVALLINI",2210,"ES","PR","Atividades de organizações políticas",7,4,50574.2,7224.88571428571,NA,29474.2,9000,NA,12100,3744,50,12,50574.29,1011.4858,"Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário","DEPUTADO FEDERAL",67,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000002127","MANOEL CARDOSO DA SILVA",1521,"SP","PMDB","Atividades de organizações políticas",13,3,17443.5,1341.80769230769,12607.77,4835.73,NA,NA,NA,476,13,3,17443.5,1341.80769230769,"Atividades de organizações políticas","DEPUTADO FEDERAL",81,"MASCULINO","ENSINO FUNDAMENTAL COMPLETO","DIVORCIADO(A)"
"250000000123","JADSON MENDES DE LIMA",1789,"SP","PSL","Atividades de organizações políticas",11,4,56124.6,5102.23636363636,NA,53902,1222.6,NA,1000,29695,90,27,56124.6,623.606666666667,"Restaurantes e similares","DEPUTADO FEDERAL",44,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"250000002926","FIRMINA ALVES DA SILVA",3108,"SP","PHS","Atividades de organizações políticas",5,1,455,91,455,NA,NA,NA,NA,42,5,1,455,91,"Atividades de organizações políticas","DEPUTADO FEDERAL",53,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"220000000539","CLAUDIA GOMES ROLIM",4377,"RO","PV","Atividades de organizações políticas",7,2,14150,2021.42857142857,14120,NA,NA,NA,30,67,15,6,14150,943.333333333333,"#NULO","DEPUTADO FEDERAL",33,"FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)"
"250000000657","ROQUE JOSE FERREIRA",1328,"SP","PT","#NULO",22,13,37043.4,1683.79090909091,14143.4,NA,13300,NA,9600,7087,26,17,35755.04,1375.19384615385,"#NULO","DEPUTADO FEDERAL",59,"MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)"
"130000001117","THAIS CLAUDIA D AFONSECA DA SILVA",7037,"MG","PT do B","Atividades de organizações políticas",9,2,5919.65,657.738888888889,3932.5,NA,NA,NA,1987.15,1362,11,5,5814.85,528.622727272727,"Atividades de organizações políticas","DEPUTADO FEDERAL",37,"FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"200000000270","REVIL ALVES DOS SANTOS",3666,"RN","PTC","#NULO",3,2,250,83.3333333333333,NA,NA,50,NA,200,173,2,1,250,125,"Comércio varejista especializado de equipamentos e suprimentos de informática","DEPUTADO FEDERAL",65,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"190000002465","SEBASTIÃO LELIS FELINTRO",1250,"RJ","PDT","Atividades de organizações políticas",11,4,9377.5,852.5,8677.5,NA,700,NA,NA,307,11,4,9377.5,852.5,"Atividades de organizações políticas","DEPUTADO FEDERAL",49,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"210000000664","GRACE MARIA DE LA ROCHA",1107,"RS","PP","Atividades de organizações políticas",9,4,34820,3868.88888888889,NA,25620,1000,NA,8200,583,35,18,34614.6,988.988571428571,"#NULO","DEPUTADO FEDERAL",62,"FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"190000000309","LUCIO ROSA",7790,"RJ","SD","Atividades de organizações políticas",6,3,2830.5,471.75,2330.5,NA,500,NA,NA,434,6,3,2830.5,471.75,"Atividades de organizações políticas","DEPUTADO FEDERAL",58,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"210000000884","OVIDIO DA SILVA MAYER",1466,"RS","PTB","Atividades de organizações políticas",10,5,41324,4132.4,33500,5514,1635,NA,675,8915,71,24,41240.63,580.853943661972,"#NULO","DEPUTADO FEDERAL",62,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"100000000498","LUIZ ANTONIO GUTERRES FILHO",1755,"MA","PSL","#NULO",6,4,4217.05,702.841666666667,2667.05,NA,1500,NA,50,972,5,3,4167.05,833.41,"Atividades de organizações políticas","DEPUTADO FEDERAL",32,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"130000001060","ARIOVALDO DE MELO FILHO",7080,"MG","PT do B","#NULO",22,9,394686.46,17940.2936363636,3072.5,NA,4500,207400,179713.96,8338,552,339,394686.46,715.011702898551,"#NULO","DEPUTADO FEDERAL",63,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000001821","CREUSA LIMA DA SILVA",5002,"SP","PSOL","Atividades de organizações políticas",3,2,1350,450,150,1200,NA,NA,NA,241,3,2,1350,450,"Atividades de organizações políticas","DEPUTADO FEDERAL",54,"FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"250000000968","PAULA BALLARDINI SOUZA CAMPOS",4328,"SP","PV","#NULO",31,8,81896.03,2641.80741935484,3205,NA,78691.03,NA,NA,5131,72,33,81889.75,1137.35763888889,"#NULO","DEPUTADO FEDERAL",53,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"150000000175","MANOEL ALVES DA SILVA JUNIOR",1515,"PB","PMDB","Atividades de organizações políticas",23,12,1091562.32,47459.2313043478,167587.66,793374.66,25600,75000,30000,105693,347,140,1379298.27,3974.92296829971,"#NULO","DEPUTADO FEDERAL",50,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"190000001931","EDSON DE OLIVEIRA PIMENTA",3181,"RJ","PHS","#NULO",2,1,3682,1841,NA,NA,NA,NA,3682,144,4,3,3682,920.5,"Fabricação de embalagens de papel","DEPUTADO FEDERAL",53,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"190000000371","MARCOS ANTONIO CANDIDO MANSO",1731,"RJ","PSL","#NULO",2,2,1448,724,NA,NA,1448,NA,NA,215,2,2,1448,724,"#NULO","DEPUTADO FEDERAL",60,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"160000000412","DILTO VITORASSI",4378,"PR","PV","#NULO",97,78,205682.07,2120.43371134021,NA,NA,184740,5712.07,15230,32580,368,135,238012.84,646.77402173913,"#NULO","DEPUTADO FEDERAL",55,"MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)"
"250000000989","WILLIAM BOSS WOO",4300,"SP","PV","#NULO",182,102,1119068.74,6148.72934065934,32990.25,NA,83906.69,904433.8,97738,54186,843,441,1118989.96,1327.39022538553,"#NULO","DEPUTADO FEDERAL",46,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000001982","ALUIZIO LEONARDO",1299,"SP","PDT","Atividades de organizações políticas",13,5,10933.89,841.068461538462,3933.89,NA,5000,2000,NA,440,13,5,10933.89,841.068461538462,"Atividades de organizações políticas","DEPUTADO FEDERAL",63,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"50000000164","CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO",1115,"BA","PP","Atividades de organizações políticas",62,17,2094970.72,33789.8503225806,198970.73,1545000,18000,332999.99,NA,125605,359,93,2093692.87,5832.01356545961,"#NULO","DEPUTADO FEDERAL",34,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"130000001411","JOSE ANTONIO TEIXEIRA DE MENDONÇA",1770,"MG","PSL","Atividades de organizações políticas",2,2,4500,2250,500,4000,NA,NA,NA,396,2,2,4500,2250,"Atividades de organizações políticas","DEPUTADO FEDERAL",62,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"250000000788","MARIA JOSÉ ALMEIDA DA SILVA",7720,"SP","SD","Atividades de organizações políticas",10,2,4027.15,402.715,NA,3673.15,NA,NA,354,121,15,4,4027.15,268.476666666667,"#NULO","DEPUTADO FEDERAL",52,"FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"130000000672","AELTON JOSÉ DE FREITAS",2222,"MG","PR","Atividades de organizações políticas",41,22,1817657.03,44333.0982926829,37216.8,1206400,4087,569953.23,NA,91103,1661,928,1817657.02,1094.31488260084,"#NULO","DEPUTADO FEDERAL",52,"MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)"
"230000000450","JUSCELINO KUBTISCHEK PEREIRA",1212,"RR","PDT","#NULO",10,7,48000,4800,2000,NA,30000,NA,16000,5054,42,14,47981.4,1142.41428571429,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos","DEPUTADO FEDERAL",48,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"250000000662","VANDERLEI SIRAQUE",1336,"SP","PT","Atividades de organizações políticas",145,46,1594943.47,10999.610137931,266609.95,731500,21678.64,575000,154.88,53285,903,228,1627313.48,1802.11902547065,"#NULO","DEPUTADO FEDERAL",54,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"150000000215","FLAVIO LUIZ DE MENEZES",4440,"PB","PRP","Atividades de organizações políticas",10,3,6345.24,634.524,5745.24,NA,600,NA,NA,322,10,3,6345.24,634.524,"Atividades de organizações políticas","DEPUTADO FEDERAL",54,"MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)"
"70000000168","RAFAEL MADEIRA DA VEIGA",5000,"DF","PSOL","#NULO",31,27,12716,410.193548387097,875,NA,11011,NA,830,3266,28,12,12715.4,454.121428571429,"#NULO","DEPUTADO FEDERAL",33,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"130000000859","GIRLEUSA FERREIRA DE SOUSA",1545,"MG","PMDB","Atividades de organizações políticas",6,4,2728,454.666666666667,345,1650,NA,180,553,794,9,6,2727.3,303.033333333333,"#NULO","DEPUTADO FEDERAL",43,"FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"90000000633","ORLANDO ALVES DE ALMEIDA",2828,"GO","PRTB","Atividades de organizações políticas",5,2,2275.91,455.182,2275.91,NA,NA,NA,NA,567,5,2,2275.91,455.182,"Atividades de organizações políticas","DEPUTADO FEDERAL",47,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"260000000185","ANTONIO ESTRELLA DANTAS",5515,"SE","PSD","Atividades de organizações políticas",5,3,4755.4,951.08,4255.4,NA,NA,NA,500,1942,5,3,4755.4,951.08,"Atividades de organizações políticas","DEPUTADO FEDERAL",47,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"130000000449","CLAUDIA FERNANDES DOS SANTOS",1927,"MG","PTN","Atividades de organizações políticas",2,2,4205,2102.5,205,4000,NA,NA,NA,181,2,2,4205,2102.5,"Atividades de organizações políticas","DEPUTADO FEDERAL",45,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"130000001475","WANDERSON MATOZINHO DE SOUZA",3600,"MG","PTC","Atividades de organizações políticas",7,5,5824.88,832.125714285714,4844.88,NA,480,500,NA,1805,7,5,5824.88,832.125714285714,"Atividades de organizações políticas","DEPUTADO FEDERAL",47,"MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SEPARADO(A) JUDICIALMENTE"
"240000000240","TANIA HERONDINA DE ANDRADE",1545,"SC","PMDB","#NULO",2,2,200,100,NA,NA,200,NA,NA,472,2,2,200,100,"#NULO","DEPUTADO FEDERAL",45,"FEMININO","ENSINO MÉDIO COMPLETO","SEPARADO(A) JUDICIALMENTE"
"130000000663","DIMAS FABIANO TOLEDO JÚNIOR",1111,"MG","PP","Atividades de organizações políticas",205,74,2607639.02,12720.1903414634,85886.02,1259937,487951,763700,10165,129096,3408,1802,2607640.63,765.152767018779,"#NULO","DEPUTADO FEDERAL",41,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000001487","ANAÍ CAPRONI PINTO",2999,"SP","PCO","Atividades de organizações políticas",4,1,967.42,241.855,NA,967.42,NA,NA,NA,962,4,1,967.42,241.855,"Atividades de organizações políticas","DEPUTADO FEDERAL",47,"FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"250000001217","ADRIANO VITAL DA SILVA",1048,"SP","PRB","Atividades de organizações políticas",8,2,5757.24,719.655,5737.24,NA,NA,NA,20,1024,12,6,5735.64,477.97,"#NULO","DEPUTADO FEDERAL",39,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"120000000422","JOELSON SEBASTIÃO BALEJO DE ARRUDA",4490,"MS","PRP","Atividades de organizações políticas",9,1,21484.5,2387.16666666667,NA,21484.5,NA,NA,NA,2050,24,14,21484.5,895.1875,"#NULO","DEPUTADO FEDERAL",43,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"130000000888","NILO SÉRGIO DE MENEZES MACEDO",1388,"MG","PT","#NULO",1,1,850,850,NA,NA,NA,NA,850,475,1,1,850,850,"Impressão de livros, revistas e outras publicações periódicas","DEPUTADO FEDERAL",69,"MASCULINO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)"
"250000000981","SINVAL MALHEIROS PINTO JUNIOR",4311,"SP","PV","#NULO",58,40,399362.43,6885.55913793103,37792.43,57000,30700,262300,11570,59362,449,159,399087.84,888.83706013363,"#NULO","DEPUTADO FEDERAL",63,"MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"190000001033","MARILENA PINTO RODRIGUES",2555,"RJ","DEM","Atividades de organizações políticas",12,4,11700.16,975.013333333333,10476.16,NA,1224,NA,NA,2885,16,10,11700.16,731.26,"#NULO","DEPUTADO FEDERAL",47,"FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"200000000132","WALTER PEREIRA ALVES",1511,"RN","PMDB","Atividades de organizações políticas",44,21,2540750.36,57744.3263636364,1025,2076842,37720,425163.36,NA,191064,195,59,2537947.64,13015.1161025641,"#NULO","DEPUTADO FEDERAL",34,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"220000000027","JOSE JORGE DA SILVA",3333,"RO","PMN","#NULO",2,1,350,175,NA,NA,NA,NA,350,810,3,2,339.9,113.3,"#NULO","DEPUTADO FEDERAL",58,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000000101","ANTÔNIO BARBOSA AGUIAR",7081,"SP","PT do B","Atividades de organizações políticas",7,3,1044.4,149.2,100,812.4,NA,NA,132,294,10,5,1044.4,104.44,"#NULO","DEPUTADO FEDERAL",29,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"50000000043","EDVANIA SANTOS MOURA",5078,"BA","PSOL","#NULO",1,1,250,250,NA,NA,250,NA,NA,44,1,1,250,250,"#NULO","DEPUTADO FEDERAL",34,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"150000000490","JOSÉ ERÁCLITO ARAÚJO SOUZA",5533,"PB","PSD","Atividades de organizações políticas",7,4,12785.31,1826.47285714286,8485.31,NA,300,NA,4000,562,8,5,12785.31,1598.16375,"Atividades de organizações políticas","DEPUTADO FEDERAL",71,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000000827","CLÁUDIO ROGÉRIO DA SILVEIRA MODESTO",7710,"SP","SD","Atividades de organizações políticas",18,4,18142.86,1007.93666666667,320,16182.86,1640,NA,NA,1668,20,5,18142.86,907.143,"Atividades de organizações políticas","DEPUTADO FEDERAL",51,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"60000000266","JOSE CELIO GOMES",1919,"CE","PTN","#NULO",2,2,600,300,NA,NA,600,NA,NA,728,2,2,600,300,"#NULO","DEPUTADO FEDERAL",50,"MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)"
"70000000657","RAQUEL COSTA RIBEIRO",2233,"DF","PR","#NULO",8,5,11780,1472.5,NA,3000,4800,NA,3980,1702,13,7,11780,906.153846153846,"Serviços de acabamentos gráficos, exceto encadernação e plastificação","DEPUTADO FEDERAL",48,"FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"80000000010","EGUINALDO ANDRADE DE SANTANA",6500,"ES","PC do B","Atividades de organizações políticas",13,3,6521.25,501.634615384615,866.25,NA,200,5455,NA,1006,13,5,6461.25,497.019230769231,"Atividades de organizações políticas","DEPUTADO FEDERAL",58,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"190000000597","MARLOS LUIZ DE ARAUJO COSTA",1301,"RJ","PT","#NULO",9,3,69235,7692.77777777778,135,NA,1500,NA,67600,19808,52,19,69208.2,1330.92692307692,"#NULO","DEPUTADO FEDERAL",39,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"180000000315","MARIA DE JESUS SILVA",4311,"PI","PV","#NULO",6,4,5800,966.666666666667,3400,NA,1800,600,NA,828,6,4,5800,966.666666666667,"Impressão de material para uso publicitário","DEPUTADO FEDERAL",44,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"250000001225","LUIZ CARLOS DONEGA NETO",1021,"SP","PRB","#NULO",28,20,51998,1857.07142857143,11598,NA,36900,NA,3500,8693,27,14,51998,1925.85185185185,"Atividades de organizações políticas","DEPUTADO FEDERAL",63,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"190000002785","THIAGO GOMES MAESTRELLO",2858,"RJ","PRTB","#NULO",3,3,799,266.333333333333,NA,99,700,NA,NA,316,3,3,799,266.333333333333,"#NULO","DEPUTADO FEDERAL",28,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"150000000194","DAMIÃO FELICIANO DA SILVA",1212,"PB","PDT","Atividades de organizações políticas",22,7,577519.75,26250.8977272727,107857.75,150000,84000,12662,223000,67558,225,140,575713.02,2558.72453333333,"#NULO","DEPUTADO FEDERAL",62,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"190000001902","PAULO CESAR DA GUIA ALMEIDA",2255,"RJ","PR","#NULO",16,11,203725,12732.8125,NA,125000,24424,43301,11000,29557,34,10,203725,5991.91176470588,"#NULO","DEPUTADO FEDERAL",54,"MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"80000000347","GUSTAVO DE BIASE NUNES DA ROCHA",4050,"ES","PSB","#NULO",9,7,182400,20266.6666666667,40000,3000,139400,NA,NA,15196,89,46,201526.22,2264.3395505618,"#NULO","DEPUTADO FEDERAL",26,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"50000000456","DURVAL QUEIROZ ALVES NETO",4411,"BA","PRP","#NULO",5,4,610,122,NA,NA,500,NA,110,175,7,5,569.9,81.4142857142857,"#NULO","DEPUTADO FEDERAL",45,"MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)"
"70000001081","ELIANA MARIA PASSOS PEDROSA",2322,"DF","PPS","#NULO",67,40,1021450.17,15245.5249253731,22073.84,40000,121911.33,728357,109108,55340,978,788,1021244.18,1044.21695296524,"#NULO","DEPUTADO FEDERAL",61,"FEMININO","SUPERIOR INCOMPLETO","DIVORCIADO(A)"
"190000002164","MICHAEL ALVES DOS SANTOS",2790,"RJ","PSDC","Atividades de organizações políticas",2,1,2000,1000,2000,NA,NA,NA,NA,344,2,1,2000,1000,"Atividades de organizações políticas","DEPUTADO FEDERAL",21,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"200000000141","PAULO WAGNER LEITE DANTAS",4333,"RN","PV","#NULO",12,7,175799.19,14649.9325,20713.29,75000,11000,6000.9,63085,5985,42,16,175787.06,4185.40619047619,"Comércio varejista de combustíveis para veículos automotores","DEPUTADO FEDERAL",52,"MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"250000002938","APARECIDO MARIN",3150,"SP","PHS","Atividades de organizações políticas",7,1,885.5,126.5,885.5,NA,NA,NA,NA,1085,7,1,885.5,126.5,"Atividades de organizações políticas","DEPUTADO FEDERAL",52,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"160000000025","NIVIA MARIA ROMERO PIVA",5088,"PR","PSOL","#NULO",1,1,190,190,NA,NA,190,NA,NA,456,3,3,190,63.3333333333333,"#NULO","DEPUTADO FEDERAL",38,"FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"120000000504","NELSON DE MIRANDA OSÓRIO",1414,"MS","PTB","Atividades de organizações políticas",6,4,35833.17,5972.195,15783.17,NA,20000,NA,50,1070,19,12,35833.17,1885.95631578947,"#NULO","DEPUTADO FEDERAL",70,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"170000000076","JOSÉ MENDONÇA BEZERRA FILHO",2525,"PE","DEM","Atividades de organizações políticas",56,23,3496816,62443.1428571429,NA,2845000,170000,481816,NA,88250,1767,485,3490351.7,1975.29807583475,"#NULO","DEPUTADO FEDERAL",48,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000004067","SONIA REGINA RODRIGUES BOSCARIOL",2704,"SP","PSDC","Atividades de organizações políticas",3,2,1331.5,443.833333333333,29,1302.5,NA,NA,NA,207,3,2,1331.5,443.833333333333,"Atividades de organizações políticas","DEPUTADO FEDERAL",53,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"230000000015","WANDERSON DE OLIVEIRA COELHO",1616,"RR","PSTU","#NULO",2,2,1304,652,NA,NA,1304,NA,NA,86,3,3,1304,434.666666666667,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos","DEPUTADO FEDERAL",21,"MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)"
